1.0, 0.0, -5.0, -1.0, -1.0, -2.0, -2.0, -8.0
-1.0, -4.0, 1.0, -4.0, -7.0, -2.0, -1.0, -22.0
-4.0, -10.0, -8.0, -3.0, 0.0, -2.0, 0.0, -23.0
0.0, 7.0, 6.0, -4.0, -5.0, -1.0, 0.0, -21.0
3.0, 10.0, -3.0, 0.0, 3.0, 0.0, 0.0, -24.0
-1.0, -3.0, -3.0, -4.0, -3.0, -2.0, -2.0, -21.0
-4.0, -16.0, -5.0, -9.0, -12.0, -5.0, -4.0, -23.0
-3.0, -3.0, -1.0, 19.0, 11.0, 11.0, 4.0, -18.0
8.0, 19.0, 13.0, 4.0, 15.0, 2.0, 3.0, -9.0
-2.0, 2.0, 5.0, 2.0, 0.0, 1.0, 0.0, -15.0
-4.0, -3.0, -1.0, -2.0, -1.0, -1.0, 0.0, -22.0
-1.0, 0.0, -8.0, -5.0, 0.0, -8.0, -4.0, -26.0
3.0, 4.0, -4.0, -9.0, -18.0, -1.0, -3.0, -26.0
2.0, -4.0, -2.0, 7.0, 2.0, -3.0, -1.0, -21.0
-4.0, -10.0, 2.0, 1.0, 3.0, 0.0, -2.0, -13.0
-2.0, 3.0, 0.0, -3.0, 1.0, -2.0, -2.0, -10.0
4.0, 13.0, 11.0, -7.0, -13.0, -6.0, -3.0, -22.0
-4.0, -15.0, -39.0, 8.0, 16.0, 9.0, 2.0, -17.0
-4.0, 1.0, 18.0, 6.0, 3.0, 4.0, 2.0, -14.0
0.0, -1.0, 3.0, 4.0, 6.0, 0.0, 2.0, -17.0
3.0, 12.0, 0.0, -1.0, 3.0, 1.0, 0.0, -10.0
1.0, -1.0, 0.0, -5.0, -9.0, 0.0, -2.0, -8.0
-4.0, -11.0, -1.0, 5.0, 1.0, -7.0, -1.0, -23.0
-4.0, -1.0, 0.0, -2.0, -11.0, 3.0, 1.0, -22.0
3.0, 8.0, 9.0, 7.0, 10.0, 7.0, 2.0, -8.0
-2.0, -17.0, -28.0, -3.0, 1.0, -1.0, -1.0, -12.0
-4.0, 1.0, 12.0, -6.0, -3.0, -3.0, -3.0, -18.0
-4.0, 0.0, 1.0, -1.0, 1.0, -3.0, -3.0, -24.0
0.0, 3.0, -5.0, -10.0, -12.0, -8.0, -2.0, -26.0
5.0, 9.0, 27.0, 8.0, 4.0, 1.0, 0.0, -17.0
-1.0, -24.0, -24.0, 3.0, 1.0, 6.0, 4.0, -7.0
-1.0, 8.0, 5.0, 0.0, -3.0, -2.0, -2.0, -8.0
2.0, 3.0, -5.0, -6.0, 4.0, -1.0, -4.0, -7.0
1.0, 0.0, 0.0, -3.0, -3.0, -6.0, -3.0, -21.0
1.0, -7.0, 2.0, -6.0, -3.0, -1.0, 1.0, -14.0
-5.0, 0.0, -6.0, 9.0, -2.0, 3.0, 1.0, -10.0
0.0, -1.0, -7.0, 1.0, 4.0, 2.0, 0.0, -22.0
-2.0, -3.0, 5.0, -2.0, -2.0, 3.0, -2.0, -23.0
